Study_Hours,Sleep_Hours,Final_Score
4.370861069626263,5.968177601387211,49.46393524233141
9.556428757689245,6.367178296875107,93.55985614660835
,8.272736966010902,89.19313229376155
6.387926357773329,5.70002193029946,66.63408809125542
2.4041677639819286,8.348248424060856,51.49301048599365
2.403950683025824,4.440672154883457,37.75734831982182
1.5227525095137953,7.883992186043153,38.37797796791929
8.795585311974417,8.237738165273683,95.44829398830323
6.41003510568888,4.9090882641866935,74.96269656660304
7.372653200164409,6.151732661861002,85.20049036392234
1.185260448662222,4.827498873318278,30.81235309549519
9.72918866945795,7.533020644971089,100.0
8.491983767203795,6.676738840308284,90.2288994686448
2.9110519961044856,7.176616733541605,50.35266447046433
2.636424704863906,4.982434834781055,39.366878431104325
2.650640588680904,5.058729310262097,41.33374144078344
3.7381801866358395,4.207486627549532,46.947196001354285
5.72280788469014,5.6103376759786485,64.71704573288243
4.887505167779041,6.798723306668375,59.25192896696013
3.6210622617823773,8.289674569986644,57.88629775352673
6.506676052501415,7.3346372372934034,83.27571245866545
2.2554447458683766,6.1769816169987575,46.25303105929232
3.629301836816963,8.765600571970689,50.28278915874991
4.297256589643226,7.59622600287916,66.0165199799385
5.104629857953324,8.65082601431275,66.54789838416244
8.066583652537123,6.637939866360828,90.81221402874658
2.7970640394252375,5.294521373965698,38.43447840309724
5.628109945722504,4.26413343182361,64.26304599879728
6.331731119758382,7.630424257419253,77.4833133873901
1.4180537144799796,4.60651499002767,23.13443573629691
6.467903667112945,5.513875641359836,75.81231645134417
2.5347171131856236,6.662354539419487,50.33212102351554
1.5854643368675156,6.822082938898738,35.45464084432946
9.539969835279999,7.00291598493568,100.0
9.690688297671034,4.831276651748503,96.23959221760325
8.275576133048151,5.898687024108243,92.24990576783478
3.741523922560336,7.085971135584833,43.01128382189687
1.8790490260574548,8.849094323168924,54.8244697513648
7.158097238609412,7.638155688498443,90.01838051208696
4.961372443656412,8.613018785469789,65.49388959892248
2.0983441136030097,7.811060291570885,32.54842835874676
5.456592191001432,6.958584844462003,69.01004905846291
1.3094966900369656,4.960116845681723,23.176579476290385
9.18388361870904,7.333428259462565,100.0
3.3290198344001523,7.116897829799536,52.923782930621705
6.962700559185838,7.012345852286332,75.01928033304924
3.8053996848046987,6.448929339941204,58.94589127639189
5.680612190600297,6.643283019946378,72.759337078726
5.920392514089517,5.672212635590521,73.58668207033999
2.6636900997297435,6.596563463211516,44.54693624260546
9.726261649881026,4.987779528392391,90.70803192126445
7.976195410250031,8.025871986801885,94.75066861665972
9.455490474077703,4.9288847734935395,94.14983634392973
9.053446153848839,4.424831449447332,84.32833141372203
6.381099809299767,6.181230131785787,80.17145556784133
9.296868115208051,7.291537197530309,100.0
1.7964325184672756,6.188584124667707,36.5423877521776
2.763845761772307,5.383770659756543,53.673913186708006
1.4070456001948426,6.790855919452204,35.29465028351989
3.927972976869379,5.735011677060999,50.991527648245274
,8.664338450633165,60.161149487981646
3.442141285965063,8.61322569801786,62.94899372371994
8.458637582367365,6.5118590998604775,86.79209945172101
4.210779940242304,5.639419970091293,58.641426011995954
3.5284105871864266,7.685662069783195,50.802789661761764
5.884264748424236,4.183564717415333,63.13971360935275
,6.373845030218256,46.045482728467256
8.219772826786357,5.6816169713516675,85.22123232554742
1.6709557931179373,8.602679425512774,38.54902829886758
,4.060015136363413,100.0
7.9502029236699165,6.764074378591745,95.11675861265094
2.7884411338075514,7.7033179053331295,50.937613897547834
